dataset_id,canonical_smiles,murcko_scaffold,scaffold_key,split
D3R_023199,Cc1nc(NCCNC(=O)Nc2ccc(F)cc2F)cc(N2CCOCC2)n1,O=C(NCCNc1cc(N2CCOCC2)ncn1)Nc1ccccc1,O=C(NCCNc1cc(N2CCOCC2)ncn1)Nc1ccccc1,train
D3R_023200,Cc1nc(NCCc2nc(C)c(C)s2)ccc1I,c1ccc(NCCc2nccs2)nc1,c1ccc(NCCc2nccs2)nc1,valid
D3R_023201,Cc1nc(NCc2ccc3c(c2)OCO3)ccc1I,c1ccc(NCc2ccc3c(c2)OCO3)nc1,c1ccc(NCc2ccc3c(c2)OCO3)nc1,valid
D3R_023202,Cc1nc(NCc2ccccc2)ncc1C(=O)NCc1ccc2c(c1)OCO2,O=C(NCc1ccc2c(c1)OCO2)c1cnc(NCc2ccccc2)nc1,O=C(NCc1ccc2c(c1)OCO2)c1cnc(NCc2ccccc2)nc1,train
D3R_023203,Cc1nc(N[C@H](C)C(=O)N2CCCC[C@@H]2C)ccc1I,O=C(CNc1ccccn1)N1CCCCC1,O=C(CNc1ccccn1)N1CCCCC1,train
D3R_023204,Cc1nc(N[C@H](C)C(=O)NC(C)(C)C)nc(C)c1CC(C)C,c1cncnc1,c1cncnc1,train
D3R_023205,Cc1nc(S(=O)(=O)N(C)C2CCCCC2)cn1C,O=S(=O)(NC1CCCCC1)c1c[nH]cn1,O=S(=O)(NC1CCCCC1)c1c[nH]cn1,train
D3R_023206,Cc1nc(S(=O)(=O)NCCOc2ccc(Br)cc2)cn1C,O=S(=O)(NCCOc1ccccc1)c1c[nH]cn1,O=S(=O)(NCCOc1ccccc1)c1c[nH]cn1,train
D3R_023207,Cc1nc(SCC(=O)N(C)CC(=O)Nc2cccc(Cl)c2)oc1C,O=C(CSc1ncco1)NCC(=O)Nc1ccccc1,O=C(CSc1ncco1)NCC(=O)Nc1ccccc1,train
D3R_023208,Cc1nc(SCC(=O)NCC2CCCCC2)n(C[C@@H]2CCCO2)c1C,O=C(CSc1nccn1C[C@@H]1CCCO1)NCC1CCCCC1,O=C(CSc1nccn1CC1CCCO1)NCC1CCCCC1,test
D3R_023209,Cc1nc(SCC(=O)NNC(=O)c2ccccc2)sc1CC(N)=O,O=C(CSc1nccs1)NNC(=O)c1ccccc1,O=C(CSc1nccs1)NNC(=O)c1ccccc1,train
D3R_023210,Cc1nc(SCC(=O)Nc2cc(Cl)ccc2C#N)n(CC(C)C)c1C,O=C(CSc1ncc[nH]1)Nc1ccccc1,O=C(CSc1ncc[nH]1)Nc1ccccc1,train
D3R_023211,Cc1nc(SCC(=O)Nc2cccc3ccccc23)oc1C,O=C(CSc1ncco1)Nc1cccc2ccccc12,O=C(CSc1ncco1)Nc1cccc2ccccc12,valid
D3R_023212,Cc1nc(SCC(=O)c2ccc3[nH]c(=O)[nH]c3c2)nc(C)c1C,O=C(CSc1ncccn1)c1ccc2[nH]c(=O)[nH]c2c1,O=C(CSc1ncccn1)c1ccc2[nH]c(=O)[nH]c2c1,train
D3R_023213,Cc1nc(SCC(=O)c2cccc(Br)c2)oc1C,O=C(CSc1ncco1)c1ccccc1,O=C(CSc1ncco1)c1ccccc1,valid
D3R_023214,Cc1nc(SCC(=O)c2ccco2)nc(C)c1C,O=C(CSc1ncccn1)c1ccco1,O=C(CSc1ncccn1)c1ccco1,test
D3R_023215,Cc1nc(SCCCSCC#N)oc1C,c1cocn1,c1cocn1,train
D3R_023216,Cc1nc(SCc2ccccc2)[nH]c(=O)c1CCC(=O)O,O=c1ccnc(SCc2ccccc2)[nH]1,O=c1ccnc(SCc2ccccc2)[nH]1,train
D3R_023217,Cc1nc(S[C@H]2CCOC2=O)c2ccccc2n1,O=C1OCC[C@@H]1Sc1ncnc2ccccc12,O=C1OCCC1Sc1ncnc2ccccc12,valid
D3R_023218,Cc1nc(Sc2cc([C@H](C)O)ccn2)nc(C)c1C,c1ccc(Sc2ncccn2)nc1,c1ccc(Sc2ncccn2)nc1,train
D3R_023219,Cc1nc(Sc2ccc(S(C)(=O)=O)cc2)c2cc[nH]c2n1,c1ccc(Sc2ncnc3[nH]ccc23)cc1,c1ccc(Sc2ncnc3[nH]ccc23)cc1,test
D3R_023220,Cc1nc([C@@H](C)NCCc2ccccc2)cs1,c1ccc(CCNCc2cscn2)cc1,c1ccc(CCNCc2cscn2)cc1,train
D3R_023221,Cc1nc([C@@H]2CSCCO2)nc(Cl)c1I,c1cnc([C@@H]2CSCCO2)nc1,c1cnc(C2CSCCO2)nc1,train
D3R_023222,Cc1nc([C@H](C#N)NC(=O)OC(C)(C)C)cs1,c1cscn1,c1cscn1,train
D3R_023223,Cc1nc([C@H](C)NC(=O)NCCOc2ncccc2Cl)cs1,O=C(NCCOc1ccccn1)NCc1cscn1,O=C(NCCOc1ccccn1)NCc1cscn1,valid
D3R_023224,Cc1nc([C@H]2CN(C)CCO2)[nH]c(=O)c1Br,O=c1ccnc([C@H]2CNCCO2)[nH]1,O=c1ccnc(C2CNCCO2)[nH]1,train
D3R_023225,Cc1nc2c(Br)cc(S(=O)(=O)C(F)(F)F)cc2[nH]1,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023226,Cc1nc2c(C)cc(Cl)cc2c(Cl)c1Cl,c1ccc2ncccc2c1,c1ccc2ncccc2c1,train
D3R_023227,Cc1nc2c(Cl)nc(Cl)nc2s1,c1ncc2ncsc2n1,c1ncc2ncsc2n1,train
D3R_023228,Cc1nc2c(F)cc(F)cc2[nH]1,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023229,Cc1nc2cc(C(=O)N/N=C\c3ccccc3O)ccc2[nH]1,O=C(N/N=C\c1ccccc1)c1ccc2[nH]cnc2c1,O=C(NN=Cc1ccccc1)c1ccc2[nH]cnc2c1,train
D3R_023230,Cc1nc2cc(CO)ccc2n1C,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023231,Cc1nc2cc(Cl)ccc2c(N)c1Cl,c1ccc2ncccc2c1,c1ccc2ncccc2c1,train
D3R_023232,Cc1nc2cc(Cl)ccc2cc1N,c1ccc2ncccc2c1,c1ccc2ncccc2c1,train
D3R_023233,Cc1nc2cc(NC(=O)C(=O)N3CCCC3)ccc2o1,O=C(Nc1ccc2ocnc2c1)C(=O)N1CCCC1,O=C(Nc1ccc2ocnc2c1)C(=O)N1CCCC1,train
D3R_023234,Cc1nc2cc(NC(=O)C(=O)NCCCN3CCOCC3)ccc2o1,O=C(NCCCN1CCOCC1)C(=O)Nc1ccc2ocnc2c1,O=C(NCCCN1CCOCC1)C(=O)Nc1ccc2ocnc2c1,train
D3R_023235,Cc1nc2cc(NC(=O)C(=O)NCCc3ccc(N(C)C)cc3)ccc2o1,O=C(NCCc1ccccc1)C(=O)Nc1ccc2ocnc2c1,O=C(NCCc1ccccc1)C(=O)Nc1ccc2ocnc2c1,train
D3R_023236,Cc1nc2cc(NC(=O)C(=O)NCc3ccco3)ccc2o1,O=C(NCc1ccco1)C(=O)Nc1ccc2ocnc2c1,O=C(NCc1ccco1)C(=O)Nc1ccc2ocnc2c1,valid
D3R_023237,Cc1nc2cc(NC(=O)C(=O)N[C@@H]3CCC[C@@H](C)C3)ccc2o1,O=C(Nc1ccc2ocnc2c1)C(=O)NC1CCCCC1,O=C(Nc1ccc2ocnc2c1)C(=O)NC1CCCCC1,test
D3R_023238,Cc1nc2cc(NC(=O)C(=O)N[C@H](CCC(C)C)C(C)(C)C)ccc2o1,c1ccc2ocnc2c1,c1ccc2ocnc2c1,train
D3R_023239,Cc1nc2cc(NC(=O)C3CCN(C(=O)c4cccs4)CC3)ccc2o1,O=C(Nc1ccc2ocnc2c1)C1CCN(C(=O)c2cccs2)CC1,O=C(Nc1ccc2ocnc2c1)C1CCN(C(=O)c2cccs2)CC1,valid
D3R_023240,Cc1nc2cc(NC(=O)C=C3CCSCC3)ccc2n1C,O=C(C=C1CCSCC1)Nc1ccc2[nH]cnc2c1,O=C(C=C1CCSCC1)Nc1ccc2[nH]cnc2c1,valid
D3R_023241,Cc1nc2cc(NC(=O)CC34C[C@@H]5C[C@@H](CC(Br)(C5)C3)C4)ccc2o1,O=C(CC12CC3C[C@H](C1)C[C@@H](C3)C2)Nc1ccc2ocnc2c1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2ocnc2c1,train
D3R_023242,Cc1nc2cc(NC(=O)CC34C[C@@H]5C[C@@H](CC(O)(C5)C3)C4)ccc2[nH]1,O=C(CC12CC3C[C@H](C1)C[C@@H](C3)C2)Nc1ccc2[nH]cnc2c1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]cnc2c1,train
D3R_023243,Cc1nc2cc(NC(=O)CCC(=O)c3ccc(F)cc3)ccc2o1,O=C(CCC(=O)c1ccccc1)Nc1ccc2ocnc2c1,O=C(CCC(=O)c1ccccc1)Nc1ccc2ocnc2c1,test
D3R_023244,Cc1nc2cc(NC(=O)CCCSCc3ccccc3)ccc2s1,O=C(CCCSCc1ccccc1)Nc1ccc2scnc2c1,O=C(CCCSCc1ccccc1)Nc1ccc2scnc2c1,test
D3R_023245,Cc1nc2cc(NC(=O)CCNC(=O)NC34CC5CC(CC(C5)C3)C4)ccc2o1,O=C(CCNC(=O)NC12CC3CC(CC(C3)C1)C2)Nc1ccc2ocnc2c1,O=C(CCNC(=O)NC12CC3CC(CC(C3)C1)C2)Nc1ccc2ocnc2c1,train
D3R_023246,Cc1nc2cc(NC(=O)CSCc3ccccc3)ccc2s1,O=C(CSCc1ccccc1)Nc1ccc2scnc2c1,O=C(CSCc1ccccc1)Nc1ccc2scnc2c1,valid
D3R_023247,Cc1nc2cc(NC(=O)[C@H]3CC(=O)N(c4cn[nH]c4)C3)ccc2o1,O=C(Nc1ccc2ocnc2c1)[C@H]1CC(=O)N(c2cn[nH]c2)C1,O=C(Nc1ccc2ocnc2c1)C1CC(=O)N(c2cn[nH]c2)C1,train
D3R_023248,Cc1nc2cc(N[C@@H](C)C(=O)Nc3cc(Cl)ccc3Cl)ccc2o1,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1,train
D3R_023249,Cc1nc2cc(N[C@@H](C)C(=O)Nc3ccc(Cl)cc3)ccc2o1,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1,train
D3R_023250,Cc1nc2cc(N[C@H](C)C(=O)N(C(C)C)C(C)C)ccc2o1,c1ccc2ocnc2c1,c1ccc2ocnc2c1,train
D3R_023251,Cc1nc2cc3nccnc3cc2n1C,c1cnc2cc3[nH]cnc3cc2n1,c1cnc2cc3[nH]cnc3cc2n1,train
D3R_023252,Cc1nc2ccc(Br)cc2c(N)c1Br,c1ccc2ncccc2c1,c1ccc2ncccc2c1,train
D3R_023253,Cc1nc2ccc(C(=O)NCCCC(C)C)cc2nc1C,c1ccc2nccnc2c1,c1ccc2nccnc2c1,train
D3R_023254,Cc1nc2ccc(C(=O)NNC(=O)c3ccncc3)cc2nc1C,O=C(NNC(=O)c1ccc2nccnc2c1)c1ccncc1,O=C(NNC(=O)c1ccc2nccnc2c1)c1ccncc1,train
D3R_023255,Cc1nc2ccc(C(=O)OCC(=O)NC(=O)NC(C)C)cc2nc1C,c1ccc2nccnc2c1,c1ccc2nccnc2c1,train
D3R_023256,Cc1nc2ccc(Cl)nn2c1Br,c1cnn2ccnc2c1,c1cnn2ccnc2c1,train
D3R_023257,Cc1nc2ccc(N)cc2nc1C,c1ccc2nccnc2c1,c1ccc2nccnc2c1,train
D3R_023258,Cc1nc2ccc(NC(=O)C(=O)NCCC3=CCCCC3)cc2o1,O=C(NCCC1=CCCCC1)C(=O)Nc1ccc2ncoc2c1,O=C(NCCC1=CCCCC1)C(=O)Nc1ccc2ncoc2c1,test
D3R_023259,Cc1nc2ccc(NC(=O)C(=O)NCCOCC(F)(F)F)cc2o1,c1ccc2ocnc2c1,c1ccc2ocnc2c1,train
D3R_023260,Cc1nc2ccc(NC(=O)C(=O)NCCc3ccc(C(F)(F)F)cc3)cc2o1,O=C(NCCc1ccccc1)C(=O)Nc1ccc2ncoc2c1,O=C(NCCc1ccccc1)C(=O)Nc1ccc2ncoc2c1,valid
D3R_023261,Cc1nc2ccc(NC(=O)C(=O)NCc3ccc(F)cc3)cc2o1,O=C(NCc1ccccc1)C(=O)Nc1ccc2ncoc2c1,O=C(NCc1ccccc1)C(=O)Nc1ccc2ncoc2c1,train
D3R_023262,Cc1nc2ccc(NC(=O)C(=O)NCc3ccc(N(C)C)cc3)cc2s1,O=C(NCc1ccccc1)C(=O)Nc1ccc2ncsc2c1,O=C(NCc1ccccc1)C(=O)Nc1ccc2ncsc2c1,valid
D3R_023263,Cc1nc2ccc(NC(=O)CN3C(=O)NC(=O)C3(C)C)cc2o1,O=C1CN(CC(=O)Nc2ccc3ncoc3c2)C(=O)N1,O=C1CN(CC(=O)Nc2ccc3ncoc3c2)C(=O)N1,train
D3R_023264,Cc1nc2ccc(NC(=O)CSc3ccncc3)cc2s1,O=C(CSc1ccncc1)Nc1ccc2ncsc2c1,O=C(CSc1ccncc1)Nc1ccc2ncsc2c1,valid
D3R_023265,Cc1nc2ccc(NC(=O)Cc3ccc(C)c(C)c3)cc2s1,O=C(Cc1ccccc1)Nc1ccc2ncsc2c1,O=C(Cc1ccccc1)Nc1ccc2ncsc2c1,train
D3R_023266,Cc1nc2ccc(NC(=O)Cc3ccon3)cc2o1,O=C(Cc1ccon1)Nc1ccc2ncoc2c1,O=C(Cc1ccon1)Nc1ccc2ncoc2c1,valid
D3R_023267,Cc1nc2ccc(NC(=O)N(C)CCOc3ccccc3)cc2s1,O=C(NCCOc1ccccc1)Nc1ccc2ncsc2c1,O=C(NCCOc1ccccc1)Nc1ccc2ncsc2c1,train
D3R_023268,Cc1nc2ccc(NC(=O)NCCS(=O)(=O)c3ccccc3)cc2o1,O=C(NCCS(=O)(=O)c1ccccc1)Nc1ccc2ncoc2c1,O=C(NCCS(=O)(=O)c1ccccc1)Nc1ccc2ncoc2c1,valid
D3R_023269,Cc1nc2ccc(NC(=O)[C@H](C)Sc3ccccn3)cc2o1,O=C(CSc1ccccn1)Nc1ccc2ncoc2c1,O=C(CSc1ccccn1)Nc1ccc2ncoc2c1,train
D3R_023270,Cc1nc2ccc(NC(=O)c3cccc(CS(C)(=O)=O)c3)cc2o1,O=C(Nc1ccc2ncoc2c1)c1ccccc1,O=C(Nc1ccc2ncoc2c1)c1ccccc1,valid
D3R_023271,Cc1nc2ccc(NC(=O)c3cccc(N4CCCC4=O)c3)cc2o1,O=C(Nc1ccc2ncoc2c1)c1cccc(N2CCCC2=O)c1,O=C(Nc1ccc2ncoc2c1)c1cccc(N2CCCC2=O)c1,valid
D3R_023272,Cc1nc2ccc(NC(=O)c3csc(Br)c3)cc2o1,O=C(Nc1ccc2ncoc2c1)c1ccsc1,O=C(Nc1ccc2ncoc2c1)c1ccsc1,train
D3R_023273,Cc1nc2ccc(NS(=O)(=O)c3c(C)c(C)c(C)c(C)c3C)cc2o1,O=S(=O)(Nc1ccc2ncoc2c1)c1ccccc1,O=S(=O)(Nc1ccc2ncoc2c1)c1ccccc1,test
D3R_023274,Cc1nc2ccc(N[C@@H](C)C(=O)NCCc3ccc(F)cc3)cc2s1,O=C(CNc1ccc2ncsc2c1)NCCc1ccccc1,O=C(CNc1ccc2ncsc2c1)NCCc1ccccc1,test
D3R_023275,Cc1nc2ccccc2c(C)c1CC(=O)NNc1ccccc1,O=C(Cc1cnc2ccccc2c1)NNc1ccccc1,O=C(Cc1cnc2ccccc2c1)NNc1ccccc1,valid
D3R_023276,Cc1nc2ccccc2n(CC(=O)NCCc2nccs2)c1=O,O=C(Cn1c(=O)cnc2ccccc21)NCCc1nccs1,O=C(Cn1c(=O)cnc2ccccc21)NCCc1nccs1,valid
D3R_023277,Cc1nc2ccccc2n1CC(=O)N1CCCC1,O=C(Cn1cnc2ccccc21)N1CCCC1,O=C(Cn1cnc2ccccc21)N1CCCC1,test
D3R_023278,Cc1nc2ccccc2n1CC(=O)NCc1ccc(Cl)cc1,O=C(Cn1cnc2ccccc21)NCc1ccccc1,O=C(Cn1cnc2ccccc21)NCc1ccccc1,test
D3R_023279,Cc1nc2ccccc2n1CCC(=O)NN,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023280,Cc1nc2ccccc2n1CCCCCS,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023281,Cc1nc2ccccc2n1CCNC(=O)NCc1cccc(C(N)=O)c1,O=C(NCCn1cnc2ccccc21)NCc1ccccc1,O=C(NCCn1cnc2ccccc21)NCc1ccccc1,train
D3R_023282,Cc1nc2ccccc2n1CCNC(=O)NNC(=O)Nc1ccccc1,O=C(NCCn1cnc2ccccc21)NNC(=O)Nc1ccccc1,O=C(NCCn1cnc2ccccc21)NNC(=O)Nc1ccccc1,test
D3R_023283,Cc1nc2ccccc2n1CCNC(=O)c1cc(Cl)cc(Cl)c1,O=C(NCCn1cnc2ccccc21)c1ccccc1,O=C(NCCn1cnc2ccccc21)c1ccccc1,train
D3R_023284,Cc1nc2ccccc2n1CCNS(=O)(=O)C[C@@H](C)CCl,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_023285,Cc1nc2ccccc2n1CCNc1cccc(F)n1,c1ccc(NCCn2cnc3ccccc32)nc1,c1ccc(NCCn2cnc3ccccc32)nc1,train
D3R_023286,Cc1nc2ccccc2n1CCOc1ccccc1Cl,c1ccc(OCCn2cnc3ccccc32)cc1,c1ccc(OCCn2cnc3ccccc32)cc1,train
D3R_023287,Cc1nc2ccccc2n1CCSc1ccccc1,c1ccc(SCCn2cnc3ccccc32)cc1,c1ccc(SCCn2cnc3ccccc32)cc1,train
D3R_023288,Cc1nc2ccccc2nc1COC(=O)c1cccc(C[S@](C)=O)c1,O=C(OCc1cnc2ccccc2n1)c1ccccc1,O=C(OCc1cnc2ccccc2n1)c1ccccc1,train
D3R_023289,Cc1nc2ccccc2nc1COc1ccccc1C(=O)NN,c1ccc(OCc2cnc3ccccc3n2)cc1,c1ccc(OCc2cnc3ccccc3n2)cc1,train
D3R_023290,Cc1nc2ccccc2nc1C[C@H](O)CO,c1ccc2nccnc2c1,c1ccc2nccnc2c1,train
D3R_023291,Cc1nc2ccccc2nc1N1CCN(CCOC(C)C)CC1,c1ccc2nc(N3CCNCC3)cnc2c1,c1ccc2nc(N3CCNCC3)cnc2c1,test
D3R_023292,Cc1nc2ccccc2nc1NCCC(=O)NC1CCCCC1,O=C(CCNc1cnc2ccccc2n1)NC1CCCCC1,O=C(CCNc1cnc2ccccc2n1)NC1CCCCC1,train
D3R_023293,Cc1nc2ccccc2nc1SCC(=O)NCCc1ccc(F)cc1,O=C(CSc1cnc2ccccc2n1)NCCc1ccccc1,O=C(CSc1cnc2ccccc2n1)NCCc1ccccc1,train
D3R_023294,Cc1nc2ccccc2nc1S[C@@H](C)C(=O)N1CCC(C(N)=O)CC1,O=C(CSc1cnc2ccccc2n1)N1CCCCC1,O=C(CSc1cnc2ccccc2n1)N1CCCCC1,train
D3R_023295,Cc1nc2ccccn2c1C(=O)NCC(C)C,c1ccn2ccnc2c1,c1ccn2ccnc2c1,train
D3R_023296,Cc1nc2cccnc2n1C1CCN(C(=O)NC2CCCC2)CC1,O=C(NC1CCCC1)N1CCC(n2cnc3cccnc32)CC1,O=C(NC1CCCC1)N1CCC(n2cnc3cccnc32)CC1,train
D3R_023297,Cc1nc2cccnc2n1CCN1CCN(C(=O)Nc2cccc(F)c2)CC1,O=C(Nc1ccccc1)N1CCN(CCn2cnc3cccnc32)CC1,O=C(Nc1ccccc1)N1CCN(CCn2cnc3cccnc32)CC1,train
D3R_023298,Cc1nc2cnc3ccccc3c2s1,c1ccc2c(c1)ncc1ncsc12,c1ccc2c(c1)ncc1ncsc12,train
D3R_023299,Cc1nc[nH]c1C,c1c[nH]cn1,c1c[nH]cn1,train
D3R_023300,Cc1nc[nH]c1C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1,O=C(c1cnc[nH]1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,O=C(c1cnc[nH]1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,train
D3R_023301,Cc1ncc(C(=O)N2CCC(C)(C)C2)c(Br)c1Cl,O=C(c1cccnc1)N1CCCC1,O=C(c1cccnc1)N1CCCC1,train
D3R_023302,Cc1ncc(C(=O)N2CCC[C@@H](CO)C2)c(Br)c1Cl,O=C(c1cccnc1)N1CCCCC1,O=C(c1cccnc1)N1CCCCC1,train
D3R_023303,Cc1ncc(C(=O)N2CCN(CCCOc3ccc(F)cc3)CC2)c(=O)[nH]1,O=C(c1cnc[nH]c1=O)N1CCN(CCCOc2ccccc2)CC1,O=C(c1cnc[nH]c1=O)N1CCN(CCCOc2ccccc2)CC1,train
D3R_023304,Cc1ncc(C(=O)NCCCc2scnc2C)c(C)n1,O=C(NCCCc1cncs1)c1cncnc1,O=C(NCCCc1cncs1)c1cncnc1,test
D3R_023305,Cc1ncc(C(=O)NCCNc2cccc(F)c2C#N)s1,O=C(NCCNc1ccccc1)c1cncs1,O=C(NCCNc1ccccc1)c1cncs1,train
D3R_023306,Cc1ncc(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2F)s1,O=C(Nc1ccccc1)c1cncs1,O=C(Nc1ccccc1)c1cncs1,train
D3R_023307,Cc1ncc(CC#N)c2c1OC(C)(C)OC2,c1cc2c(cn1)OCOC2,c1cc2c(cn1)OCOC2,train
D3R_023308,Cc1ncc(CNC(=O)C(=O)Nc2ccc3c(ccn3CC(C)C)c2)s1,O=C(NCc1cncs1)C(=O)Nc1ccc2[nH]ccc2c1,O=C(NCc1cncs1)C(=O)Nc1ccc2[nH]ccc2c1,test
D3R_023309,Cc1ncc(CNC(=O)N2CCN(c3cc(F)ccc3F)CC2)s1,O=C(NCc1cncs1)N1CCN(c2ccccc2)CC1,O=C(NCc1cncs1)N1CCN(c2ccccc2)CC1,train
D3R_023310,Cc1ncc(CNc2nc(Cl)ncc2Br)s1,c1cc(NCc2cncs2)ncn1,c1cc(NCc2cncs2)ncn1,valid
D3R_023311,Cc1ncc(CO)c(C=NCCO)c1O,c1ccncc1,c1ccncc1,train
D3R_023312,Cc1ncc(CO/N=C(/N)Cc2cccnc2)s1,C(Cc1cccnc1)=NOCc1cncs1,C(Cc1cccnc1)=NOCc1cncs1,train
D3R_023313,Cc1ncc(C[C@H](CBr)c2ccc(F)cc2)s1,c1ccc(CCc2cncs2)cc1,c1ccc(CCc2cncs2)cc1,test
D3R_023314,Cc1ncc(Cl)c(C(=O)N(C)CCN(C)C(=O)OC(C)(C)C)n1,c1cncnc1,c1cncnc1,train
D3R_023315,Cc1ncc(Cl)c(C(=O)NN)n1,c1cncnc1,c1cncnc1,train
D3R_023316,Cc1ncc(Cl)c(C(=O)Nc2cc(C(F)(F)F)ccc2C)n1,O=C(Nc1ccccc1)c1ccncn1,O=C(Nc1ccccc1)c1ccncn1,train
D3R_023317,Cc1ncc(Cn2cccc2[C@H](C)O)s1,c1ccn(Cc2cncs2)c1,c1ccn(Cc2cncs2)c1,train
D3R_023318,Cc1ncc(I)c(=O)n1CCCCCS,O=c1ccnc[nH]1,O=c1ccnc[nH]1,train
D3R_023319,Cc1ncc(N)cc1C(=O)N(C)CC(C)(C)O,c1ccncc1,c1ccncc1,train
D3R_023320,Cc1ncc(NC(=O)CCC2CCCCC2)c(C)c1Cl,O=C(CCC1CCCCC1)Nc1cccnc1,O=C(CCC1CCCCC1)Nc1cccnc1,valid
D3R_023321,Cc1ncc(S(=O)(=O)N(C)C2CCC(C)(C)CC2)[nH]1,O=S(=O)(NC1CCCCC1)c1cnc[nH]1,O=S(=O)(NC1CCCCC1)c1cnc[nH]1,train
D3R_023322,Cc1ncc([C@@H](C)NCCc2c(C)cccc2C)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023323,Cc1ncc([C@@H](C)NCCc2c[nH]c3ccccc23)s1,c1ccc2c(CCNCc3cncs3)c[nH]c2c1,c1ccc2c(CCNCc3cncs3)c[nH]c2c1,valid
D3R_023324,Cc1ncc([C@@H](C)NCCc2ccccc2F)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023325,Cc1ncc([C@@H](C)NC[C@@H](O)c2c(F)cccc2F)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023326,Cc1ncc([C@@H](C)NCc2ccc(F)c(Cl)c2)s1,c1ccc(CNCc2cncs2)cc1,c1ccc(CNCc2cncs2)cc1,train
D3R_023327,Cc1ncc([C@@H](C)N[C@@H]2CCOC2)c(C)n1,c1ncc(CN[C@@H]2CCOC2)cn1,c1ncc(CNC2CCOC2)cn1,train
D3R_023328,Cc1ncc([C@@H](C)N[C@H]2CCCN(S(C)(=O)=O)C2)s1,c1ncc(CN[C@H]2CCCNC2)s1,c1ncc(CNC2CCCNC2)s1,train
D3R_023329,Cc1ncc([C@@H](C)N[C@H]2CCN(C(=O)C3CCCCC3)C2)s1,O=C(C1CCCCC1)N1CC[C@H](NCc2cncs2)C1,O=C(C1CCCCC1)N1CCC(NCc2cncs2)C1,valid
D3R_023330,Cc1ncc([C@H](C)NC[C@@H](O)c2ccc(F)cc2)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023331,Cc1ncc([C@H](C)NC[C@@H](O)c2ccncc2)s1,c1cc(CCNCc2cncs2)ccn1,c1cc(CCNCc2cncs2)ccn1,train
D3R_023332,Cc1ncc([C@H](C)NC[C@H](O)c2ccc(OC(C)C)cc2)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023333,Cc1ncc([C@H](C)NC[C@H]2CN3CCCC[C@@H]3CO2)c(C)n1,c1ncc(CNC[C@H]2CN3CCCC[C@@H]3CO2)cn1,c1ncc(CNCC2CN3CCCCC3CO2)cn1,valid
D3R_023334,Cc1ncc([C@H](C)NCc2ccccc2F)s1,c1ccc(CNCc2cncs2)cc1,c1ccc(CNCc2cncs2)cc1,train
D3R_023335,Cc1ncc([C@H](C)N[C@@H](C)C(C)(C)c2ccccc2)s1,c1ccc(CCNCc2cncs2)cc1,c1ccc(CCNCc2cncs2)cc1,train
D3R_023336,Cc1ncc([C@H](C)N[C@H](C)C(=O)OC(C)(C)C)s1,c1cscn1,c1cscn1,train
D3R_023337,Cc1ncc([C@H](C)N[C@H](C)c2ccc(F)c(Cl)c2)s1,c1ccc(CNCc2cncs2)cc1,c1ccc(CNCc2cncs2)cc1,train
D3R_023338,Cc1ncc([C@H](C)N[C@H]2CCO[C@@H]2C)c(C)n1,c1ncc(CN[C@H]2CCOC2)cn1,c1ncc(CNC2CCOC2)cn1,train
D3R_023339,Cc1ncc[nH]1,c1c[nH]cn1,c1c[nH]cn1,train
D3R_023340,Cc1nccc(C(=O)N(C)Cc2cccc(Cl)c2Cl)n1,O=C(NCc1ccccc1)c1ccncn1,O=C(NCc1ccccc1)c1ccncn1,train
D3R_023341,Cc1nccc(C(=O)Nc2ccc(Oc3cccnc3)c(C)c2)n1,O=C(Nc1ccc(Oc2cccnc2)cc1)c1ccncn1,O=C(Nc1ccc(Oc2cccnc2)cc1)c1ccncn1,train
D3R_023342,Cc1nccc(CNC(=O)c2cc(C)c(C#CCN)s2)n1,O=C(NCc1ccncn1)c1cccs1,O=C(NCc1ccncn1)c1cccs1,train
